Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated,Trial start date,Trial completion date
NCT03926039,"Hepatocellular Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Description of Traditional Treatment Options,0.0,0.0,,2021-10-29,2019-05-01,2020-03-06
NCT03926039,"Hepatocellular Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Sharing Decision-making Program Interventions,0.0,0.0,,2021-10-29,2019-05-01,2020-03-06
NCT03208192,"Liver Transection During Laparoscopic Liver Resection; Carcinoma, Hepatocellular",ErbeJet,6.25,6.25,,2020-09-24,2017-02-20,2020-05-20
NCT03208192,"Liver Transection During Laparoscopic Liver Resection; Carcinoma, Hepatocellular",Misonix,5.555555555555555,5.555555555555555,,2020-09-24,2017-02-20,2020-05-20
NCT02704130,"Hepatocellular Carcinoma; Hepatoma; Liver Cancer, Adult; Liver Cell Carcinoma; Liver Cell Carcinoma, Adult; Carcinoma, Hepatocellular",MWA Monotherapy,0.0,0.0,,2022-04-22,2016-03,2018-01
NCT02704130,"Hepatocellular Carcinoma; Hepatoma; Liver Cancer, Adult; Liver Cell Carcinoma; Liver Cell Carcinoma, Adult; Carcinoma, Hepatocellular",TAE + MWA Combination Therapy,20.0,20.0,,2022-04-22,2016-03,2018-01
NCT04341012,Liver Diseases; Liver Cancer; COVID19; Liver Diseases; Liver Neoplasms; COVID-19,Cirrhosis Patients,0.0,0.0,,2026-01-26,2019-09-10,2021-09-03
NCT04341012,Liver Diseases; Liver Cancer; COVID19; Liver Diseases; Liver Neoplasms; COVID-19,Healthy Patients,0.0,0.0,,2026-01-26,2019-09-10,2021-09-03
NCT01401907,"Non-small Cell Lung Cancer; Small Cell Lung Cancer; Mesothelioma; Esophageal Cancer; Gastric Cancer; Liver Cancer; Pancreatic Cancer; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Mesothelioma; Esophageal Neoplasms; Stomach Neoplasms; Liver Neoplasms; Pancreatic Neoplasms",Early Palliative Care,0.0,0.0,,2023-10-19,2011-05,2019-12
NCT01401907,"Non-small Cell Lung Cancer; Small Cell Lung Cancer; Mesothelioma; Esophageal Cancer; Gastric Cancer; Liver Cancer; Pancreatic Cancer; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Mesothelioma; Esophageal Neoplasms; Stomach Neoplasms; Liver Neoplasms; Pancreatic Neoplasms",Standard of Care,0.0,0.0,,2023-10-19,2011-05,2019-12
NCT00242502,"Hepatocellular Carcinoma; Liver Cancer; Carcinoma, Hepatocellular; Liver Neoplasms",Bevacizumab + Erlotinib,100.0,30.508474576271187,,2013-05-06,2005-10,2011-10
NCT01099475,Hepatocellular Injury; Blood Loss; Hemorrhage,Pringle Manoeuvre Using 15 Minutes Inflow Occlusion,0.0,0.0,,2014-10-17,2007-10,2011-04
NCT01099475,Hepatocellular Injury; Blood Loss; Hemorrhage,Pringle Manoeuvre Using 30 Minutes Inflow Occlusion,0.0,0.0,,2014-10-17,2007-10,2011-04
NCT02460835,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Adaptive Radiation Therapy,87.01298701298701,7.792207792207792,,2023-11-15,2016-01-26,2022-01-20
NCT03781960,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Abemaciclib & Nivolumab,100.0,42.857142857142854,,2022-12-14,2019-07-31,2022-04-29
NCT04152343,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Ablation Simulation Guidance,7.017543859649122,3.508771929824561,,2024-05-21,2019-12-07,2023-03-31
NCT02057874,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Resectable Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Stage A Adult Primary Liver Cancer (BCLC); Stage B Adult Primary Liver Cancer (BCLC); Carcinoma, Hepatocellular",Diagnostic (3T MRI),0.0,0.0,,2018-07-11,2014-02,2015-12-04
NCT03755791,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms; Carcinoma",Control Arm: Sorafenib,97.58454106280193,41.06280193236715,,2025-12-11,2018-06-10,2026-07-31
NCT03755791,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms; Carcinoma",Experimental Arm: Cabozantinib + Atezolizumab,96.5034965034965,52.680652680652685,,2025-12-11,2018-06-10,2026-07-31
NCT03755791,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms; Carcinoma",Single-Agent Cabozantinib,96.80851063829788,46.808510638297875,,2025-12-11,2018-06-10,2026-07-31
NCT01521780,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Imaging,0.0,0.0,,2015-11-02,2012-04,2012-11
NCT01521780,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Imaging/Pathology,0.0,0.0,,2015-11-02,2012-04,2012-11
NCT01521780,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Pathology,0.0,0.0,,2015-11-02,2012-04,2012-11
NCT00387348,"Colorectal Cancer; Depression; Esophageal Cancer; Extrahepatic Bile Duct Cancer; Fatigue; Gallbladder Cancer; Gastric Cancer; Liver Cancer; Lung Cancer; Pancreatic Cancer; Colorectal Neoplasms; Depression; Esophageal Neoplasms; Bile Duct Neoplasms; Fatigue; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Colonic Neoplasms; Rectal Neoplasms",Escitalopram-Placebo,9.090909090909092,0.0,,2012-12-03,2006-03,2011-04
NCT00387348,"Colorectal Cancer; Depression; Esophageal Cancer; Extrahepatic Bile Duct Cancer; Fatigue; Gallbladder Cancer; Gastric Cancer; Liver Cancer; Lung Cancer; Pancreatic Cancer; Colorectal Neoplasms; Depression; Esophageal Neoplasms; Bile Duct Neoplasms; Fatigue; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Colonic Neoplasms; Rectal Neoplasms",Placebo-Escitalopram,20.0,20.0,,2012-12-03,2006-03,2011-04
NCT00387348,"Colorectal Cancer; Depression; Esophageal Cancer; Extrahepatic Bile Duct Cancer; Fatigue; Gallbladder Cancer; Gastric Cancer; Liver Cancer; Lung Cancer; Pancreatic Cancer; Colorectal Neoplasms; Depression; Esophageal Neoplasms; Bile Duct Neoplasms; Fatigue; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Colonic Neoplasms; Rectal Neoplasms",Placebo-Placebo,12.5,12.5,,2012-12-03,2006-03,2011-04
NCT00267670,Nonalcoholic Steatohepatitis; Liver Diseases; Non-alcoholic Fatty Liver Disease; Liver Diseases,Pentoxifylline,0.0,0.0,,2014-09-09,2005-03,2009-09
NCT00267670,Nonalcoholic Steatohepatitis; Liver Diseases; Non-alcoholic Fatty Liver Disease; Liver Diseases,Placebo,0.0,0.0,,2014-09-09,2005-03,2009-09
NCT02613403,"Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases; Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases","[Part A, Arm 1] Prior SOF/LDV Failure: MK-3682B + RBV",82.85714285714286,8.571428571428571,,2024-05-22,2015-12-10,2017-03-27
NCT02613403,"Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases; Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases","[Part A, Arm 2] Prior SOF/LDV Failure: MK-3682B",69.44444444444444,11.11111111111111,,2024-05-22,2015-12-10,2017-03-27
NCT02613403,"Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases; Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases","[Part A, Arm 3] Prior GZR/EBR Failure: MK-3682B + RBV",100.0,0.0,,2024-05-22,2015-12-10,2017-03-27
NCT02613403,"Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases; Hepatitis; Hepatitis C; Digestive System Diseases; Flaviviridae Infections; Hepatitis, Viral, Human; Liver Diseases; RNA Virus Infections; Virus Diseases","[Part A, Arm 4] Prior GZR/EBR Failure: MK-3682B",92.3076923076923,7.6923076923076925,,2024-05-22,2015-12-10,2017-03-27
NCT02128958,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102,92.0,74.0,,2022-10-04,2014-09,2021-12-31
NCT02128958,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo Tablets of CF102,92.85714285714286,71.42857142857143,,2022-10-04,2014-09,2021-12-31
NCT00524316,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Treatment: Sunitinib and Chemoembolization,100.0,100.0,,2017-05-09,2007-04,2014-05
NCT00855218,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Placebo + TACE,92.05298013245033,37.086092715231786,,2017-08-18,2009-03,2013-02
NCT00855218,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Sorafenib (Nexavar, BAY43-9006) + TACE",98.0392156862745,56.209150326797385,,2017-08-18,2009-03,2013-02
NCT02329860,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Apatinib,97.66536964980544,36.964980544747085,,2024-01-22,2014-03-26,2019-08-14
NCT02329860,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Placebo,84.61538461538461,23.076923076923077,,2024-01-22,2014-03-26,2019-08-14
NCT00600613,Localize Liver Metastases,Patients Going for Treatment of Liver Metastases With RT,0.0,0.0,,2015-05-07,2006-01,2010-10
NCT03534141,"Cirrhosis; End Stage Liver Disease; Acute Kidney Injury; Liver Transplant; Complications; Chronic Kidney Diseases; Hepatitis c; Hepatitis B; NASH - Nonalcoholic Steatohepatitis; Alcoholic Cirrhosis; Hepatocellular Carcinoma; Fibrosis; End Stage Liver Disease; Acute Kidney Injury; Renal Insufficiency, Chronic; Hepatitis C; Hepatitis B; Non-alcoholic Fatty Liver Disease; Liver Cirrhosis, Alcoholic; Carcinoma, Hepatocellular; Hypothermia",Mild Hypothermia & Esophageal Cooling/Warming Device,17.441860465116278,5.813953488372093,,2025-05-16,2018-07-07,2023-09-14
NCT03534141,"Cirrhosis; End Stage Liver Disease; Acute Kidney Injury; Liver Transplant; Complications; Chronic Kidney Diseases; Hepatitis c; Hepatitis B; NASH - Nonalcoholic Steatohepatitis; Alcoholic Cirrhosis; Hepatocellular Carcinoma; Fibrosis; End Stage Liver Disease; Acute Kidney Injury; Renal Insufficiency, Chronic; Hepatitis C; Hepatitis B; Non-alcoholic Fatty Liver Disease; Liver Cirrhosis, Alcoholic; Carcinoma, Hepatocellular; Hypothermia",Normothermia & Esophageal Cooling/Warming Device,17.647058823529413,3.5294117647058822,,2025-05-16,2018-07-07,2023-09-14
NCT00365391,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Treatment (Bevacizumab and Erlotinib),96.29629629629629,51.85185185185185,,2015-07-09,2006-08,2010-06
NCT04332419,Hepatic Malignancies,PET/CT & PET/MR,0.0,0.0,,2022-06-22,2020-03-03,2020-09-21
NCT00055692,"Adult Primary Hepatocellular Carcinoma; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Treatment (Bevacizumab),89.13043478260869,47.82608695652174,,2016-02-29,2003-02,2009-12
NCT03783871,"Liver Tumor; Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Microwave Ablation With NEUWAVE,85.18518518518519,31.11111111111111,,2025-04-25,2019-02-18,2024-01-17
NCT04629339,"Non Small Cell Lung Cancer; Urothelial Cancer; Renal Cell Carcinoma; Hepatocellular Carcinoma; Melanoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Melanoma; Neoplasm Metastasis",Melanoma 400 mg BID,71.42857142857143,0.0,,2025-03-13,2021-09-02,2024-03-26
NCT04629339,"Non Small Cell Lung Cancer; Urothelial Cancer; Renal Cell Carcinoma; Hepatocellular Carcinoma; Melanoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Melanoma; Neoplasm Metastasis",Melanoma 400 mg BID Intermittent Dose,100.0,0.0,,2025-03-13,2021-09-02,2024-03-26
NCT04629339,"Non Small Cell Lung Cancer; Urothelial Cancer; Renal Cell Carcinoma; Hepatocellular Carcinoma; Melanoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Melanoma; Neoplasm Metastasis",NSCLC 400 mg BID,100.0,0.0,,2025-03-13,2021-09-02,2024-03-26
NCT04629339,"Non Small Cell Lung Cancer; Urothelial Cancer; Renal Cell Carcinoma; Hepatocellular Carcinoma; Melanoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Melanoma; Neoplasm Metastasis",RCC 400 mg BID,100.0,33.33333333333333,,2025-03-13,2021-09-02,2024-03-26
NCT04629339,"Non Small Cell Lung Cancer; Urothelial Cancer; Renal Cell Carcinoma; Hepatocellular Carcinoma; Melanoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Melanoma; Neoplasm Metastasis",Total,87.5,18.75,,2025-03-13,2021-09-02,2024-03-26
NCT04629339,"Non Small Cell Lung Cancer; Urothelial Cancer; Renal Cell Carcinoma; Hepatocellular Carcinoma; Melanoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Melanoma; Neoplasm Metastasis",UC 400 mg BID,100.0,100.0,,2025-03-13,2021-09-02,2024-03-26
NCT05256381,"Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Carcinoma, Hepatocellular; Ovarian Neoplasms",Colorectal Cancer,100.0,37.5,,2025-11-17,2022-06-21,2024-11-29
NCT05256381,"Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Carcinoma, Hepatocellular; Ovarian Neoplasms",Cutaneous Squamous Cell Carcinoma,100.0,25.0,,2025-11-17,2022-06-21,2024-11-29
NCT05256381,"Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Carcinoma, Hepatocellular; Ovarian Neoplasms",Hepatocellular Carcinoma,100.0,25.0,,2025-11-17,2022-06-21,2024-11-29
NCT05256381,"Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Carcinoma, Hepatocellular; Ovarian Neoplasms",Metastatic Castration-resistant Prostate Cancer,100.0,51.85185185185185,,2025-11-17,2022-06-21,2024-11-29
NCT05256381,"Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Carcinoma, Hepatocellular; Ovarian Neoplasms",Non-small Cell Lung Cancer,100.0,57.49999999999999,,2025-11-17,2022-06-21,2024-11-29
NCT05256381,"Non-Small Cell Lung Cancer; Colorectal Cancer; Cutaneous Squamous Cell Carcinoma; Hepatocellular Carcinoma; Castration-resistant Prostate Cancer; Ovarian Cancer; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Carcinoma, Hepatocellular; Ovarian Neoplasms",Ovarian Cancer,100.0,71.7948717948718,,2025-11-17,2022-06-21,2024-11-29
NCT04004481,Abdominal Surgery; Respiratory Failure; Renal Failure; Liver Dysfunction; Multiorgan Failure; Respiratory Insufficiency; Renal Insufficiency; Liver Diseases; Multiple Organ Failure; Agnosia,PONV in EM,54.54545454545454,0.0,,2021-07-09,2019-01-25,2020-03-13
NCT04004481,Abdominal Surgery; Respiratory Failure; Renal Failure; Liver Dysfunction; Multiorgan Failure; Respiratory Insufficiency; Renal Insufficiency; Liver Diseases; Multiple Organ Failure; Agnosia,PONV in IM,18.181818181818183,0.0,,2021-07-09,2019-01-25,2020-03-13
NCT01694849,Non-Alcoholic Steatohepatitis (NASH); Non-alcoholic Fatty Liver Disease; Liver Diseases; Fibrosis,GFT505 120mg,96.62921348314607,15.730337078651685,,2022-11-03,2012-09,2015-12
NCT01694849,Non-Alcoholic Steatohepatitis (NASH); Non-alcoholic Fatty Liver Disease; Liver Diseases; Fibrosis,GFT505 80mg,91.39784946236558,12.903225806451612,,2022-11-03,2012-09,2015-12
NCT01694849,Non-Alcoholic Steatohepatitis (NASH); Non-alcoholic Fatty Liver Disease; Liver Diseases; Fibrosis,Placebo,92.3913043478261,9.782608695652174,,2022-11-03,2012-09,2015-12
NCT01908426,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cabozantinib (XL184),95.28907922912205,49.67880085653105,,2021-05-06,2013-09-26,2021-01-12
NCT01908426,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo,72.9957805907173,36.708860759493675,,2021-05-06,2013-09-26,2021-01-12
NCT03041129,Polycystic Ovarian Syndrome; Obesity; Hepatic Steatosis; Polycystic Ovary Syndrome; Obesity; Fatty Liver,Untreated PCOS,0.0,0.0,,2024-04-17,2017-04-14,2018-09-29
NCT02315989,"Malignant Glioma; Hepatocellular Carcinoma; Head and Neck Malignant Tumor; Prostate Cancer; Glioma; Carcinoma, Hepatocellular; Prostatic Neoplasms",Safety,100.0,0.0,,2017-01-13,2014-08,2015-02
NCT01180959,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Erlotinib + Bevacizumab,90.9090909090909,0.0,,2022-11-07,2011-04-14,2021-05-19
NCT00983541,Cancer; Neoplasms; Cholangiocarcinoma; Liver Neoplasms,All Patients,100.0,0.0,,2015-08-19,2009-09,2012-03
NCT02273362,"Cirrhosis; Hepatocellular Carcinoma; Fibrosis; Carcinoma, Hepatocellular",Dose Level -1 (50 mg Erlotinib Daily),66.66666666666666,0.0,,2024-03-26,2014-11-24,2022-03-10
NCT02273362,"Cirrhosis; Hepatocellular Carcinoma; Fibrosis; Carcinoma, Hepatocellular",Dose Level -2 (25 mg Erlotinib Daily),50.0,7.142857142857142,,2024-03-26,2014-11-24,2022-03-10
NCT02273362,"Cirrhosis; Hepatocellular Carcinoma; Fibrosis; Carcinoma, Hepatocellular",Dose Level 0 ( 75 mg Erlotinib Hydrochloride Daily),40.0,0.0,,2024-03-26,2014-11-24,2022-03-10
NCT00576056,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Carcinoma",Tace + Sorafenib,36.84210526315789,5.263157894736842,,2017-02-15,2008-01,2010-04
NCT00604721,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",AZD6244 Treatment,42.10526315789473,42.10526315789473,,2014-05-28,2007-11,2012-06
NCT03617263,Non-alcoholic Fatty Liver Disease in Women With PCOS; Non-alcoholic Fatty Liver Disease,Placebo,73.33333333333333,0.0,,2025-12-18,2019-02-12,2024-10-28
NCT03617263,Non-alcoholic Fatty Liver Disease in Women With PCOS; Non-alcoholic Fatty Liver Disease,Saroglitazar Magnesium 4 mg,63.33333333333333,0.0,,2025-12-18,2019-02-12,2024-10-28
NCT00247728,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group A - Untreated Control,75.86206896551724,1.7241379310344827,,2022-06-23,2004-06,2008-06
NCT00247728,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group B - 160 mg PI-88/Day,96.49122807017544,12.280701754385964,,2022-06-23,2004-06,2008-06
NCT00247728,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group C - 250 mg PI-88/Day,94.73684210526315,14.035087719298245,,2022-06-23,2004-06,2008-06
NCT01877187,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Lipiodol/TACE,84.61538461538461,28.205128205128204,,2020-04-15,2013-04,2020-02
NCT01821963,"Infection; Infections; Hepatitis C; Carcinoma, Hepatocellular",Pegylated Interferon Alfa 2a + Ribavirin + Telaprevir,100.0,0.0,,2020-09-24,2013-04,2014-02
NCT04102098,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Active Surveillance,33.63636363636363,10.303030303030303,,2026-03-19,2019-12-31,2026-05-15
NCT04102098,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Atezolizumab+Bevacizumab,89.1566265060241,24.096385542168676,,2026-03-19,2019-12-31,2026-05-15
NCT04102098,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Crossover: Atezolizumab+Bevacizumab,77.77777777777779,12.345679012345679,,2026-03-19,2019-12-31,2026-05-15
NCT00132041,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",All Patients,57.77777777777777,11.11111111111111,,2020-09-10,2005-12,2010-11
NCT03753789,"Cancer of the Liver; Liver Cancer; Neoplasms, Liver; Liver Neoplasms",Microwave Ablation With Ablation Confirmation Software,10.526315789473683,10.526315789473683,,2024-01-05,2019-11-05,2022-10-12
NCT05848947,"Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasm; Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",99mTc-MAA Injection,0.0,0.0,,2025-01-29,2023-04-25,2023-07-05
NCT01334710,Liver Cancer; Liver Neoplasms,Sorafenib and OSI-906,0.0,0.0,,2017-11-21,2011-03,2011-12
NCT00699816,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Control Group,40.869565217391305,3.4782608695652173,,2023-07-11,2008-07,2012-11
NCT00699816,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Immunotherapy Group,61.73913043478261,7.82608695652174,,2023-07-11,2008-07,2012-11
NCT00587067,Hepatic Cancer; Liver Neoplasms; Neoplasms,Floxuridine + Dexamethasone,14.705882352941178,14.705882352941178,,2023-04-04,2003-06,2016-05-19
NCT03316872,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Pembrolizumab and Stereotactic Body Radiotherapy (SBRT),100.0,77.77777777777779,,2025-07-25,2018-02-15,2024-02-15
NCT00661622,Uveal Melanoma; Liver Metastases; Uveal Melanoma,Immunoembolization,100.0,11.538461538461538,,2025-05-16,2004-10,2012-06
NCT00661622,Uveal Melanoma; Liver Metastases; Uveal Melanoma,Plain Embolization,85.18518518518519,18.51851851851852,,2025-05-16,2004-10,2012-06
NCT00877071,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular","LC Drug Eluting Bead, Regional Chemoembolization",100.0,0.0,,2016-03-11,2008-11,2012-04
NCT01379521,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Everolimus + TACE,100.0,30.303030303030305,,2017-05-03,2011-06,2015-06
NCT01379521,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo + TACE,96.15384615384616,26.923076923076923,,2017-05-03,2011-06,2015-06
NCT05233098,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma; Neoplasms, Glandular and Epithelial; Neoplasms by Histologic Type; Neoplasms; Adenocarcinoma; Liver Neoplasms; Digestive System Neoplasms; Neoplasms by Site; Digestive System Diseases; Liver Diseases",Clinical Cohort,0.0,0.0,,2025-03-06,2022-04-04,2023-06-14
