Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated,Trial start date,Trial completion date
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 2,66.66666666666666,0.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 3,71.42857142857143,0.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 4,57.14285714285714,14.285714285714285,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 5,66.66666666666666,0.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 6,75.0,0.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 7,100.0,0.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 8,77.77777777777779,0.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Cohort 9,80.0,20.0,,2024-01-16,2017-12-05,2022-11-11
NCT03422679,"Breast Cancer; Colorectal Cancer; Adenoid Cystic Carcinoma; Non-hodgkin Lymphoma; Glomus Tumor, Malignant; Hepatocellular Carcinoma; Osteosarcoma; T-ALL; Breast Neoplasms; Colorectal Neoplasms; Carcinoma, Adenoid Cystic; Lymphoma, Non-Hodgkin; Glomus Tumor; Carcinoma, Hepatocellular; Osteosarcoma; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",Confirmatory Cohort,60.0,6.666666666666667,,2024-01-16,2017-12-05,2022-11-11
NCT04942665,"Cholecystitis; Hepatocellular Carcinoma; Liver Metastases; Cholecystitis; Carcinoma, Hepatocellular; Neoplasms",Low Dose,0.0,0.0,,2023-08-30,2021-09-15,2023-04-01
NCT04942665,"Cholecystitis; Hepatocellular Carcinoma; Liver Metastases; Cholecystitis; Carcinoma, Hepatocellular; Neoplasms",Standard Dose,0.0,0.0,,2023-08-30,2021-09-15,2023-04-01
NCT01232296,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Sorafenib,96.3855421686747,40.963855421686745,,2015-12-04,2011-07,2014-04
NCT01232296,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",TKI258,97.46835443037975,50.63291139240506,,2015-12-04,2011-07,2014-04
NCT00627042,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Diseases; Neoplasms; Liver Neoplasms",Ramucirumab (IMC-1121B),,,6.0,2014-10-08,2008-02,2011-05
NCT00832637,"Hepatocellular Carcinoma; Cholangiocellular Carcinoma; Cholangiocarcinoma of the Extrahepatic Bile Duct; Bile Duct Cancer; Periampullary Adenocarcinoma; Gallbladder Cancer; Extrahepatic Bile Duct Cancer; Carcinoma, Hepatocellular; Cholangiocarcinoma; Bile Duct Neoplasms; Gallbladder Neoplasms","Gemcitabine, Cisplatin, Erlotinib",96.96969696969697,51.515151515151516,,2018-06-29,2007-08,2017-03-15
NCT03746392,"Malignant Neoplasm; Leukemia, Lymphocytic, Chronic, B-Cell; Lung Disease Chronic; Congestive Heart Failure; Liver Failures, Chronic; Renal Insufficiency, Chronic; Dementia; Diabetes Complications; Peripheral Vascular Disease; Frail Elderly; Neoplasms; Leukemia, Lymphocytic, Chronic, B-Cell; Heart Failure; End Stage Liver Disease; Renal Insufficiency, Chronic; Dementia; Diabetes Complications; Peripheral Vascular Diseases",Jumpstart Intervention,0.0,0.0,,2025-08-22,2018-07-01,2020-06-30
NCT03746392,"Malignant Neoplasm; Leukemia, Lymphocytic, Chronic, B-Cell; Lung Disease Chronic; Congestive Heart Failure; Liver Failures, Chronic; Renal Insufficiency, Chronic; Dementia; Diabetes Complications; Peripheral Vascular Disease; Frail Elderly; Neoplasms; Leukemia, Lymphocytic, Chronic, B-Cell; Heart Failure; End Stage Liver Disease; Renal Insufficiency, Chronic; Dementia; Diabetes Complications; Peripheral Vascular Diseases",Usual Care,0.0,0.0,,2025-08-22,2018-07-01,2020-06-30
NCT04241575,"Fatty Liver, Nonalcoholic; Diabetes Mellitus, Type 2; Non-alcoholic Fatty Liver Disease; Diabetes Mellitus, Type 2; Fatty Liver",Control Group,0.0,0.0,,2024-08-09,2020-05-19,2023-01-31
NCT04241575,"Fatty Liver, Nonalcoholic; Diabetes Mellitus, Type 2; Non-alcoholic Fatty Liver Disease; Diabetes Mellitus, Type 2; Fatty Liver",Intervention Group,0.0,0.0,,2024-08-09,2020-05-19,2023-01-31
NCT01247298,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",TACE + SBRT,0.0,0.0,,2017-08-21,2010-10,2016-12
NCT01640808,Hepatic Neoplasm Malignant Recurrent,NIK-333(Peretinoin),82.95081967213115,72.78688524590164,,2020-12-02,2012-04,2016-11
NCT01640808,Hepatic Neoplasm Malignant Recurrent,Placebo,73.11475409836066,73.11475409836066,,2020-12-02,2012-04,2016-11
NCT01752933,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Guadecitabine 45 mg/m^2,100.0,45.65217391304348,,2024-08-27,2012-12,2015-09
NCT01752933,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Guadecitabine 60 mg/m^2,100.0,25.0,,2024-08-27,2012-12,2015-09
NCT04272619,Liver Cancer; Liver Neoplasms,Liver Cancer Education,0.0,0.0,,2025-01-08,2020-02-11,2023-04-06
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",150 mg Galunisertib + 400 mg Sorafenib Therapy,98.64864864864865,41.891891891891895,,2022-02-25,2014-08-08,2021-02-18
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",150 mg Galunisertib Monotherapy,85.0,30.0,,2022-02-25,2014-08-08,2021-02-18
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",400 mg Sorafenib + Placebo Therapy,100.0,28.947368421052634,,2022-02-25,2014-08-08,2021-02-18
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Open Label Ramucirumab + BSC,85.1063829787234,38.297872340425535,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo MEE Cohort,80.95238095238095,14.285714285714285,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo+BSC,81.05263157894737,28.421052631578945,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab + BSC,95.93908629441624,36.54822335025381,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab MEE Cohort,100.0,25.64102564102564,,2023-01-20,2015-07-20,2021-11-19
NCT02562755,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms; Vaccinia",Pexa-Vec Followed by Sorafenib,100.0,53.669724770642205,,2020-12-16,2015-10,2020-07
NCT02562755,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms; Vaccinia",Sorafenib,98.61751152073732,35.483870967741936,,2020-12-16,2015-10,2020-07
NCT03303469,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",FMISO PET Imaging Post TACE and SBRT,0.0,0.0,,2021-02-21,2017-10-30,2021-01-06
NCT04569799,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group-1,0.0,0.0,,2023-11-02,2020-10-14,2022-10-11
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon Alone Management,0.0,0.0,,2026-01-08,2018-09-25,2022-08-31
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon-palliative Care Team Co-management,0.0,0.0,,2026-01-08,2018-09-25,2022-08-31
NCT02736227,Liver Transplantation,Graft Rejection After Tacrolimus Was Discontinued (REJ),0.0,0.0,,2022-10-07,2016-03,2021-03
NCT02736227,Liver Transplantation,No Graft Rejection After Tacrolimus Weaning (Non REJ),0.0,0.0,,2022-10-07,2016-03,2021-03
NCT02736227,Liver Transplantation,Withdrew From Study Before Tacrolimus Weaning,0.0,0.0,,2022-10-07,2016-03,2021-03
NCT00538850,"Cancer; Neoplasms; Pain; Congenital Abnormalities; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Accelerated Phase; Blast Crisis; Leukemia, Myelomonocytic, Chronic; Leukemia, Myeloid, Chronic-Phase; Burkitt Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, Large-Cell, Immunoblastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Mantle-Cell; Hodgkin Disease; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Sezary Syndrome; Multiple Myeloma; Myeloproliferative Disorders; Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative; Lymphoma, Large-Cell, Anaplastic; Immunoblastic Lymphadenopathy; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Pdgfra-Associated Chronic Eosinophilic Leukemia; Primary Myelofibrosis; Leukemia, Neutrophilic, Chronic; Thrombocythemia, Essential; Polycythemia Vera; Leukemia, Large Granular Lymphocytic; Leukemia, Myeloid, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Hairy Cell; Leukemia, Prolymphocytic; Waldenstrom Macroglobulinemia; Monoclonal Gammopathy of Undetermined Significance; Immunoglobulin Light-chain Amyloidosis; Intraocular Lymphoma; Squamous Cell Carcinoma of Head and Neck; Esthesioneuroblastoma, Olfactory; Salivary Gland Neoplasms; Choroid Plexus Neoplasms; Craniopharyngioma; Ependymoma; Astrocytoma; Pinealoma; Glioma, Subependymal; Oligodendroglioma; Medulloblastoma; Neuroectodermal Tumors, Primitive; Glioblastoma; Gliosarcoma; Meningioma; Glioma; Brain Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Carcinoma, Ovarian Epithelial; Colonic Neoplasms; Urinary Bladder Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Carcinoma, Renal Cell; Urethral Neoplasms; Adrenocortical Carcinoma; Gastrinoma; Insulinoma; Vipoma; Glucagonoma; Somatostatinoma; Carcinoma, Islet Cell; Appendiceal Neoplasms; Bile Duct Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Nephroma, Mesoblastic; Breast Neoplasms; Breast Neoplasms, Male; Breast Carcinoma In Situ; Osteosarcoma; Neuroectodermal Tumors, Primitive, Peripheral; Chondrosarcoma; Desmoid Tumors; Sarcoma; Thymoma; Mesothelioma, Malignant; Testicular Neoplasms; Penile Neoplasms; Prostatic Neoplasms; Vaginal Neoplasms; Vulvar Neoplasms; Anus Neoplasms; Rectal Neoplasms; Esophageal Neoplasms; Melanoma",Fentanyl Sublingual Spray - Double-blind,47.95918367346938,6.122448979591836,,2014-03-05,2007-10,2010-10
NCT00538850,"Cancer; Neoplasms; Pain; Congenital Abnormalities; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Accelerated Phase; Blast Crisis; Leukemia, Myelomonocytic, Chronic; Leukemia, Myeloid, Chronic-Phase; Burkitt Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, Large-Cell, Immunoblastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Mantle-Cell; Hodgkin Disease; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Sezary Syndrome; Multiple Myeloma; Myeloproliferative Disorders; Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative; Lymphoma, Large-Cell, Anaplastic; Immunoblastic Lymphadenopathy; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Pdgfra-Associated Chronic Eosinophilic Leukemia; Primary Myelofibrosis; Leukemia, Neutrophilic, Chronic; Thrombocythemia, Essential; Polycythemia Vera; Leukemia, Large Granular Lymphocytic; Leukemia, Myeloid, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Hairy Cell; Leukemia, Prolymphocytic; Waldenstrom Macroglobulinemia; Monoclonal Gammopathy of Undetermined Significance; Immunoglobulin Light-chain Amyloidosis; Intraocular Lymphoma; Squamous Cell Carcinoma of Head and Neck; Esthesioneuroblastoma, Olfactory; Salivary Gland Neoplasms; Choroid Plexus Neoplasms; Craniopharyngioma; Ependymoma; Astrocytoma; Pinealoma; Glioma, Subependymal; Oligodendroglioma; Medulloblastoma; Neuroectodermal Tumors, Primitive; Glioblastoma; Gliosarcoma; Meningioma; Glioma; Brain Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Carcinoma, Ovarian Epithelial; Colonic Neoplasms; Urinary Bladder Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Carcinoma, Renal Cell; Urethral Neoplasms; Adrenocortical Carcinoma; Gastrinoma; Insulinoma; Vipoma; Glucagonoma; Somatostatinoma; Carcinoma, Islet Cell; Appendiceal Neoplasms; Bile Duct Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Nephroma, Mesoblastic; Breast Neoplasms; Breast Neoplasms, Male; Breast Carcinoma In Situ; Osteosarcoma; Neuroectodermal Tumors, Primitive, Peripheral; Chondrosarcoma; Desmoid Tumors; Sarcoma; Thymoma; Mesothelioma, Malignant; Testicular Neoplasms; Penile Neoplasms; Prostatic Neoplasms; Vaginal Neoplasms; Vulvar Neoplasms; Anus Neoplasms; Rectal Neoplasms; Esophageal Neoplasms; Melanoma",Fentanyl Sublingual Spray - Titration,60.0,5.384615384615385,,2014-03-05,2007-10,2010-10
NCT01849588,Hepatocellular Cancer; Liver Neoplasms,Sorafenib,100.0,0.0,,2017-04-19,2013-05,2017-01
NCT01911273,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",BSC Alone,0.0,0.0,,2015-10-28,2013-10,2014-07
NCT01911273,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",PF-03446962 Plus BSC,100.0,0.0,,2015-10-28,2013-10,2014-07
NCT00645710,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Dose Level 1- FUdR 0.10 mg/kg/Day,100.0,0.0,,2019-03-28,2005-02-11,2018-02-07
NCT00645710,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Dose Level 2- FUdR 0.15 mg/kg/Day,100.0,33.33333333333333,,2019-03-28,2005-02-11,2018-02-07
NCT00645710,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Dose Level 3- FUdR 0.20 mg/kg/Day,100.0,20.0,,2019-03-28,2005-02-11,2018-02-07
NCT03007225,"HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Group 1,4.0,4.0,,2020-10-22,2015-07,2016-08
NCT03007225,"HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Group 2,20.0,20.0,,2020-10-22,2015-07,2016-08
NCT03109262,"Primary Malignant Liver Neoplasm; Carcinoma, Hepatocellular",Yttrium Y-90 PET/CT vs 99mTc-MAA SPECT/CT Scans,0.0,0.0,,2022-01-10,2017-02-15,2021-02-28
NCT00639509,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Treatment (Monoclonal Antibody Therapy),100.0,45.83333333333333,,2014-05-23,2008-03,2011-02
NCT03575806,"Hepatocellular Carcinoma; Malignant Neoplasm; Carcinoma, Hepatocellular; Neoplasms",TACE Group,76.0,0.0,,2020-06-11,2017-01-09,2019-10-31
NCT03575806,"Hepatocellular Carcinoma; Malignant Neoplasm; Carcinoma, Hepatocellular; Neoplasms",TACE+Tcm Group,34.61538461538461,0.0,,2020-06-11,2017-01-09,2019-10-31
NCT01141478,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Proton Beam Radiotherapy Plus Sorafenib,25.0,25.0,,2021-10-15,2010-09-08,2016-06-10
NCT01141478,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sorafenib,0.0,0.0,,2021-10-15,2010-09-08,2016-06-10
NCT01030757,Liver Cancer; Liver Neoplasms,Tomotherapy,0.0,0.0,,2015-07-07,2009-06,2013-05
NCT02513199,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TACE/SBRT Combination,0.0,0.0,,2023-06-18,2014-11,2022-01-01
NCT02576509,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab 240 mg,92.37057220708446,58.855585831062676,,2025-02-17,2015-12-07,2024-02-07
NCT02576509,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Sorafenib 400 mg,96.69421487603306,59.50413223140496,,2025-02-17,2015-12-07,2024-02-07
NCT04862949,"Advanced Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Atezolizumab Plus Bevacizumab,82.44274809160305,12.213740458015266,,2025-12-12,2021-05-01,2023-03-09
NCT03812289,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment (SBRT),22.22222222222222,22.22222222222222,,2025-03-07,2019-02-07,2024-01-11
NCT03717935,Polycystic Ovarian Syndrome; Obesity; Hepatic Steatosis; Polycystic Ovary Syndrome; Obesity; Fatty Liver,All Participants: Essential Amino Acid (EAA) Supplement vs Placebo,0.0,0.0,,2025-03-24,2018-10-08,2022-01-14
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1A,100.0,42.30769230769231,,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1B,100.0,50.0,,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 2A,100.0,62.5,,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 3A,91.30434782608695,52.17391304347826,,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 4A,95.83333333333334,37.5,,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 5A,100.0,16.666666666666664,,2023-11-18,2018-11-01,2022-06-13
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Induction XELOX (Arm A),100.0,0.0,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Posoperative XELOX (Arm B),100.0,0.0,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Postoperative XELOX (Arm A),100.0,0.0,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Preoperative Chemoradiotherapy With XELOX (Arm A),100.0,0.0,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Preoperative Chemoradiotherapy With XELOX (Arm B),100.0,0.0,,2025-02-25,2010-01,2015-12
NCT04195438,Liver Cancer; Liver Neoplasms,Intervention Arm,0.0,0.0,,2024-06-21,2014-05-07,2024-03-26
NCT02649868,Hepatic Cancer; Liver Neoplasms; Hepatocellular Cancer; Liver Cancer; Liver Neoplasms,Hepatic Tumors Bead Embolization,100.0,35.294117647058826,,2024-07-11,2016-01-12,2020-07-23
NCT00605150,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TheraSphere Treatment for Patients With Unresectable HCC,0.0,0.0,,2022-04-22,2008-01,2012-07
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A1 - 6 mg RO7119929,,4.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A1 -4 mg RO7119929,,2.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A1 -9 mg RO7119929,,4.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A1-1 mg RO7119929,,1.0,,2024-12-09,2020-07-16,2023-01-09
