Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT01010126,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Endometrial Serous Adenocarcinoma; Localized Non-Resectable Adult Liver Carcinoma; Lung Carcinoid Tumor; Malignant Pancreatic Gastrinoma; Malignant Pancreatic Glucagonoma; Malignant Pancreatic Insulinoma; Malignant Pancreatic Somatostatinoma; Metastatic Digestive System Neuroendocrine Tumor G1; Ovarian Carcinosarcoma; Ovarian Endometrioid Adenocarcinoma; Ovarian Seromucinous Carcinoma; Ovarian Serous Surface Papillary Adenocarcinoma; Pancreatic Alpha Cell Adenoma; Pancreatic Beta Cell Adenoma; Pancreatic Delta Cell Adenoma; Pancreatic G-Cell Adenoma; Pancreatic Polypeptide Tumor; Recurrent Adult Liver Carcinoma; Recurrent Digestive System Neuroendocrine Tumor G1; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Pancreatic Neuroendocrine Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Uterine Corpus Carcinoma; Regional Digestive System Neuroendocrine Tumor G1; Stage IIIA Fallopian Tube Cancer; Stage IIIA Ovarian Cancer; Stage IIIA Primary Peritoneal Cancer; Stage IIIA Uterine Corpus Cancer; Stage IIIB Fallopian Tube Cancer; Stage IIIB Ovarian Cancer; Stage IIIB Primary Peritoneal Cancer; Stage IIIB Uterine Corpus Cancer; Stage IIIC Fallopian Tube Cancer; Stage IIIC Ovarian Cancer; Stage IIIC Primary Peritoneal Cancer; Stage IIIC Uterine Corpus Cancer; Stage IV Fallopian Tube Cancer; Stage IV Ovarian Cancer; Stage IV Primary Peritoneal Cancer; Stage IVA Uterine Corpus Cancer; Stage IVB Uterine Corpus Cancer; Uterine Carcinosarcoma; Carcinoma, Hepatocellular; Fallopian Tube Neoplasms; Ovarian Neoplasms; Somatostatinoma",Islet Cell (Bevacizumab-only) Cohort,"Bevacizumab, Temsirolimus",,30.6,,24.0,,,,,,2019-01-25,2009-09-08,2017-03-13
NCT01010126,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Endometrial Serous Adenocarcinoma; Localized Non-Resectable Adult Liver Carcinoma; Lung Carcinoid Tumor; Malignant Pancreatic Gastrinoma; Malignant Pancreatic Glucagonoma; Malignant Pancreatic Insulinoma; Malignant Pancreatic Somatostatinoma; Metastatic Digestive System Neuroendocrine Tumor G1; Ovarian Carcinosarcoma; Ovarian Endometrioid Adenocarcinoma; Ovarian Seromucinous Carcinoma; Ovarian Serous Surface Papillary Adenocarcinoma; Pancreatic Alpha Cell Adenoma; Pancreatic Beta Cell Adenoma; Pancreatic Delta Cell Adenoma; Pancreatic G-Cell Adenoma; Pancreatic Polypeptide Tumor; Recurrent Adult Liver Carcinoma; Recurrent Digestive System Neuroendocrine Tumor G1; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Pancreatic Neuroendocrine Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Uterine Corpus Carcinoma; Regional Digestive System Neuroendocrine Tumor G1; Stage IIIA Fallopian Tube Cancer; Stage IIIA Ovarian Cancer; Stage IIIA Primary Peritoneal Cancer; Stage IIIA Uterine Corpus Cancer; Stage IIIB Fallopian Tube Cancer; Stage IIIB Ovarian Cancer; Stage IIIB Primary Peritoneal Cancer; Stage IIIB Uterine Corpus Cancer; Stage IIIC Fallopian Tube Cancer; Stage IIIC Ovarian Cancer; Stage IIIC Primary Peritoneal Cancer; Stage IIIC Uterine Corpus Cancer; Stage IV Fallopian Tube Cancer; Stage IV Ovarian Cancer; Stage IV Primary Peritoneal Cancer; Stage IVA Uterine Corpus Cancer; Stage IVB Uterine Corpus Cancer; Uterine Carcinosarcoma; Carcinoma, Hepatocellular; Fallopian Tube Neoplasms; Ovarian Neoplasms; Somatostatinoma",Islet Cell (Double Agent) Cohort,"Bevacizumab, Temsirolimus",35.0,14.6,,58.0,,,,,,2019-01-25,2009-09-08,2017-03-13
NCT01010126,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Endometrial Serous Adenocarcinoma; Localized Non-Resectable Adult Liver Carcinoma; Lung Carcinoid Tumor; Malignant Pancreatic Gastrinoma; Malignant Pancreatic Glucagonoma; Malignant Pancreatic Insulinoma; Malignant Pancreatic Somatostatinoma; Metastatic Digestive System Neuroendocrine Tumor G1; Ovarian Carcinosarcoma; Ovarian Endometrioid Adenocarcinoma; Ovarian Seromucinous Carcinoma; Ovarian Serous Surface Papillary Adenocarcinoma; Pancreatic Alpha Cell Adenoma; Pancreatic Beta Cell Adenoma; Pancreatic Delta Cell Adenoma; Pancreatic G-Cell Adenoma; Pancreatic Polypeptide Tumor; Recurrent Adult Liver Carcinoma; Recurrent Digestive System Neuroendocrine Tumor G1; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Pancreatic Neuroendocrine Carcinoma; Recurrent Primary Peritoneal Carcinoma; Recurrent Uterine Corpus Carcinoma; Regional Digestive System Neuroendocrine Tumor G1; Stage IIIA Fallopian Tube Cancer; Stage IIIA Ovarian Cancer; Stage IIIA Primary Peritoneal Cancer; Stage IIIA Uterine Corpus Cancer; Stage IIIB Fallopian Tube Cancer; Stage IIIB Ovarian Cancer; Stage IIIB Primary Peritoneal Cancer; Stage IIIB Uterine Corpus Cancer; Stage IIIC Fallopian Tube Cancer; Stage IIIC Ovarian Cancer; Stage IIIC Primary Peritoneal Cancer; Stage IIIC Uterine Corpus Cancer; Stage IV Fallopian Tube Cancer; Stage IV Ovarian Cancer; Stage IV Primary Peritoneal Cancer; Stage IVA Uterine Corpus Cancer; Stage IVB Uterine Corpus Cancer; Uterine Carcinosarcoma; Carcinoma, Hepatocellular; Fallopian Tube Neoplasms; Ovarian Neoplasms; Somatostatinoma",Ovarian Cohort,"Bevacizumab, Temsirolimus",16.3,11.1,21.9,58.0,,,,,,2019-01-25,2009-09-08,2017-03-13
NCT01935700,"Hepatocellular Carcinoma; Metastasis; Invasion; Carcinoma, Hepatocellular; Neoplasm Metastasis",Colchicine Group,Colchicine,333.0,123.0,1000.0,9.0,,,,,,2020-08-19,2013-06-06,2019-05-31
NCT01935700,"Hepatocellular Carcinoma; Metastasis; Invasion; Carcinoma, Hepatocellular; Neoplasm Metastasis",Sorafenib Treated Group,Colchicine,290.0,74.0,1560.0,86.0,,,,,,2020-08-19,2013-06-06,2019-05-31
NCT02474199,Liver Transplant Recipient; Living Donor (of the Respective Liver Transplant Recipient),"Initiated Immunosuppression Withdrawal, Received darTregs","darTregs, Acetaminophen, Diphenhydramine, Immunosuppression (IS) Withdrawal, Study Mandated Procedures",,,,,,,,,,2021-02-09,2016-06-06,2019-12-16
NCT01752933,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Guadecitabine 45 mg/m^2,SGI-110,245.0,148.0,303.0,46.0,82.5,57.0,113.0,46.0,,2024-08-27,2012-12,2015-09
NCT01752933,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Guadecitabine 60 mg/m^2,SGI-110,294.0,103.0,683.0,4.0,55.0,50.0,262.0,4.0,,2024-08-27,2012-12,2015-09
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 1, 150 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 1, 200 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 100 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 150 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 200 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 50 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group I, 100 mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase II, 200 mg Nintedanib Bid","Sorafenib, BIBF 1120",10.18,5.19,16.85,63.0,,,,,6.3,2016-03-10,2009-10,2016-01
NCT00987935,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase II, 400 mg Sorafenib Bid","Sorafenib, BIBF 1120",10.71,7.29,16.66,32.0,,,,,3.1,2016-03-10,2009-10,2016-01
NCT00932438,Colon Cancer With Metastases to the Liver; Colonic Neoplasms,FOLFOX6/Avastin Alone,"LC beads loaded with Irinotecan, Oxaliplatin, Leucovorin, 5-Fluorouracil, Bevacizumab",,,,,,,,,,2021-06-11,2009-06,2012-12
NCT00932438,Colon Cancer With Metastases to the Liver; Colonic Neoplasms,Irinotecan Beads With FOLFOX6,"LC beads loaded with Irinotecan, Oxaliplatin, Leucovorin, 5-Fluorouracil, Bevacizumab",,,,,,,,,,2021-06-11,2009-06,2012-12
NCT01205828,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",ABT-888 and Temozolomide,"Temozolomide, ABT-888",13.1,1.0,32.0,16.0,,,,,,2025-02-12,2010-08,2014-10
NCT04272619,Liver Cancer; Liver Neoplasms,Liver Cancer Education,LIVE-R Life Education,,,,,,,,,,2025-01-08,2020-02-11,2023-04-06
NCT01325584,Cancer; Hepatic Injury; Neoplasms,Omegaven (Compassionate Use),Omegaven,,,,,,,,,,2018-08-07,2012-10,2017-04
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",150 mg Galunisertib + 400 mg Sorafenib Therapy,"LY2157299, Sorafenib, Placebo",58.0,,,74.0,2.86,2.63,4.07,74.0,0.027,2022-02-25,2014-08-08,2021-02-18
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",150 mg Galunisertib Monotherapy,"LY2157299, Sorafenib, Placebo",15.0,,,20.0,1.41,1.38,2.76,20.0,0.05,2022-02-25,2014-08-08,2021-02-18
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",400 mg Sorafenib + Placebo Therapy,"LY2157299, Sorafenib, Placebo",31.0,,,38.0,4.14,2.76,5.59,38.0,0.158,2022-02-25,2014-08-08,2021-02-18
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Open Label Ramucirumab + BSC,"Ramucirumab, Placebo",,,,,,,,,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo + BSC,"Ramucirumab, Placebo",7.29,5.42,9.07,95.0,,,,,1.1,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo MEE Cohort,"Ramucirumab, Placebo",,,,,,,,,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo+BSC,"Ramucirumab, Placebo",,,,,,,,,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab + BSC,"Ramucirumab, Placebo",,,,,,,,,4.6,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab + Best Supportive Care (BSC),"Ramucirumab, Placebo",8.51,7.0,10.58,197.0,,,,,,2023-01-20,2015-07-20,2021-11-19
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab MEE Cohort,"Ramucirumab, Placebo",,,,,,,,,,2023-01-20,2015-07-20,2021-11-19
NCT02562755,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms; Vaccinia",Pexa-Vec Followed by Sorafenib,"Pexastimogene Devacirepvec (Pexa Vec), Sorafenib",,,,,,,,,19.2,2020-12-16,2015-10,2020-07
NCT02562755,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms; Vaccinia",Sorafenib,"Pexastimogene Devacirepvec (Pexa Vec), Sorafenib",,,,,,,,,20.9,2020-12-16,2015-10,2020-07
NCT03006926,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",DLT Part: Lenvatinib 12 mg or 8 mg + Pembrolizumab 200 mg,"lenvatinib, pembrolizumab (200 mg)",,,,,,,,,,2023-12-13,2017-02-13,2022-11-22
NCT03006926,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",HCC-1L: Lenvatinib 12 mg or 8 mg+ Pembrolizumab 200 mg,"lenvatinib, pembrolizumab (200 mg)",20.4,14.4,25.9,100.0,9.6,5.6,11.8,100.0,38.0,2023-12-13,2017-02-13,2022-11-22
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HBV Infected,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",10.45,3.68,20.21,15.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HBV Infected: Treatment 10,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HBV Infected: Treatment 11,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HBV Infected: Treatment 12,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HBV Infected: Treatment 9,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HCV Infected,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",36.27,3.61,55.1,10.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HCV Infected: Treatment 6,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HCV Infected: Treatment 7,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 HCV Infected: Treatment 8,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 Uninfected HCC,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",14.32,5.65,18.14,23.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 Uninfected HCC: Treatment 1,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 Uninfected HCC: Treatment 2,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 Uninfected HCC: Treatment 3,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 Uninfected HCC: Treatment 4,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1 Uninfected HCC: Treatment 5,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",,,,,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 2 HBV Infected: Treatment 4,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",15.64,9.69,20.67,51.0,,,,,13.7,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 2 HCV Infected: Treatment 3,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",17.45,13.04,25.66,50.0,,,,,20.0,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 2 Uninfected Sorafenib Naive/Intolerant: Treatment 1,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",26.68,17.71,34.4,56.0,,,,,19.6,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 2 Uninfected Sorafenib Progressors: Treatment 2,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",13.44,8.57,18.89,57.0,,,,,14.0,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 3: Treatment 1,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",15.24,11.07,22.9,61.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 3: Treatment 2,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",13.96,8.71,19.25,66.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 4: Treatment 1,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",22.24,9.43,54.83,50.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 4: Treatment 2,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",12.48,7.62,16.39,49.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 4: Treatment 3,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",12.75,7.43,30.52,49.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 5: Treatment 1,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",7.85,4.37,10.51,49.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 6: Treatment 1,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",20.21,13.11,32.2,36.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT01658878,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Cohort 6: Treatment 2,"Nivolumab, Sorafenib, Ipilimumab, Cabozantinib",22.11,15.15,36.5,35.0,,,,,,2025-12-24,2012-10-30,2024-11-12
NCT03890731,"Solid Cancer; Colorectal Neoplasms; Carcinoma, Renal Cell; Carcinoma, Hepatocellular",Regorafenib,"BAY73-4506 (Regorafenib, Stivarga)",,,,,,,,,,2024-04-02,2019-04-02,2023-02-28
NCT03303469,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",FMISO PET Imaging Post TACE and SBRT,"FMISO, FMISO, FMISO",,,,,,,,,,2021-02-21,2017-10-30,2021-01-06
NCT03071094,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Pexa-Vec Combined With Nivolumab - Phase I,"Pexastimogene Devacirepvec (Pexa Vec), Nivolumab",,,,,,,,,,2021-11-19,2017-07-27,2021-02-03
NCT03071094,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Pexa-Vec Combined With Nivolumab - Phase I and Phase IIa,"Pexastimogene Devacirepvec (Pexa Vec), Nivolumab",,,,,,,,,33.3,2021-11-19,2017-07-27,2021-02-03
NCT04569799,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group-1,Lumason,,,,,,,,,,2023-11-02,2020-10-14,2022-10-11
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon Alone Management,"Surgeon-palliative care team co management, Surgeon team alone management",,,,,,,,,,2026-01-08,2018-09-25,2022-08-31
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon-palliative Care Team Co-management,"Surgeon-palliative care team co management, Surgeon team alone management",,,,,,,,,,2026-01-08,2018-09-25,2022-08-31
NCT02736227,Liver Transplantation,Graft Rejection After Tacrolimus Was Discontinued (REJ),Tacrolimus Withdrawal and Everolimus Monotherapy,,,,,,,,,,2022-10-07,2016-03,2021-03
NCT02736227,Liver Transplantation,No Graft Rejection After Tacrolimus Weaning (Non REJ),Tacrolimus Withdrawal and Everolimus Monotherapy,,,,,,,,,,2022-10-07,2016-03,2021-03
NCT02736227,Liver Transplantation,Withdrew From Study Before Tacrolimus Weaning,Tacrolimus Withdrawal and Everolimus Monotherapy,,,,,,,,,,2022-10-07,2016-03,2021-03
NCT00538850,"Cancer; Neoplasms; Pain; Congenital Abnormalities; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Accelerated Phase; Blast Crisis; Leukemia, Myelomonocytic, Chronic; Leukemia, Myeloid, Chronic-Phase; Burkitt Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, Large-Cell, Immunoblastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Mantle-Cell; Hodgkin Disease; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Sezary Syndrome; Multiple Myeloma; Myeloproliferative Disorders; Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative; Lymphoma, Large-Cell, Anaplastic; Immunoblastic Lymphadenopathy; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Pdgfra-Associated Chronic Eosinophilic Leukemia; Primary Myelofibrosis; Leukemia, Neutrophilic, Chronic; Thrombocythemia, Essential; Polycythemia Vera; Leukemia, Large Granular Lymphocytic; Leukemia, Myeloid, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Hairy Cell; Leukemia, Prolymphocytic; Waldenstrom Macroglobulinemia; Monoclonal Gammopathy of Undetermined Significance; Immunoglobulin Light-chain Amyloidosis; Intraocular Lymphoma; Squamous Cell Carcinoma of Head and Neck; Esthesioneuroblastoma, Olfactory; Salivary Gland Neoplasms; Choroid Plexus Neoplasms; Craniopharyngioma; Ependymoma; Astrocytoma; Pinealoma; Glioma, Subependymal; Oligodendroglioma; Medulloblastoma; Neuroectodermal Tumors, Primitive; Glioblastoma; Gliosarcoma; Meningioma; Glioma; Brain Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Carcinoma, Ovarian Epithelial; Colonic Neoplasms; Urinary Bladder Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Carcinoma, Renal Cell; Urethral Neoplasms; Adrenocortical Carcinoma; Gastrinoma; Insulinoma; Vipoma; Glucagonoma; Somatostatinoma; Carcinoma, Islet Cell; Appendiceal Neoplasms; Bile Duct Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Nephroma, Mesoblastic; Breast Neoplasms; Breast Neoplasms, Male; Breast Carcinoma In Situ; Osteosarcoma; Neuroectodermal Tumors, Primitive, Peripheral; Chondrosarcoma; Desmoid Tumors; Sarcoma; Thymoma; Mesothelioma, Malignant; Testicular Neoplasms; Penile Neoplasms; Prostatic Neoplasms; Vaginal Neoplasms; Vulvar Neoplasms; Anus Neoplasms; Rectal Neoplasms; Esophageal Neoplasms; Melanoma",Fentanyl Sublingual Spray - Double-blind,"Fentanyl sublingual spray, Placebo",,,,,,,,,,2014-03-05,2007-10,2010-10
