Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated
NCT01666145,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms",Intraoperative Imaging,0.0,0.0,,2022-04-22
NCT02489045,"Liver Diseases; Portal Hypertension; Liver Diseases; Hypertension, Portal",SHAPE Measurement,0.0,0.0,,2021-08-13
NCT01402908,"Cancer; Liver Cancer; Hepatocellular Carcinoma; Neoplasms; Liver Neoplasms; Carcinoma, Hepatocellular",PI-88,90.31007751937985,11.627906976744185,,2022-06-23
NCT01402908,"Cancer; Liver Cancer; Hepatocellular Carcinoma; Neoplasms; Liver Neoplasms; Carcinoma, Hepatocellular",Placebo,77.3076923076923,5.769230769230769,,2022-06-23
NCT00699374,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sorafenib,97.97047970479706,37.63837638376384,,2013-01-14
NCT00699374,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sunitinib,97.90874524714829,45.627376425855516,,2013-01-14
NCT01752933,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Guadecitabine 45 mg/m^2,100.0,45.65217391304348,,2024-08-27
NCT01752933,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Guadecitabine 60 mg/m^2,100.0,25.0,,2024-08-27
NCT04272619,Liver Cancer; Liver Neoplasms,Liver Cancer Education,0.0,0.0,,2025-01-08
NCT02702414,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Cohort 1: Hepatocellular Carcinoma (HCC)-Prior Systemic Therapy With Sorafenib-First Course,92.3076923076923,42.30769230769231,,2024-09-04
NCT02702414,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Cohort 1: Hepatocellular Carcinoma (HCC)-Prior Systemic Therapy With Sorafenib-Second Course,100.0,0.0,,2024-09-04
NCT02702414,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Cohort 2: HCC-Systemic Therapy Naïve-First Course,90.19607843137256,41.17647058823529,,2024-09-04
NCT02702414,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Cohort 2: HCC-Systemic Therapy Naïve-Second Course,0.0,0.0,,2024-09-04
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",150 mg Galunisertib + 400 mg Sorafenib Therapy,98.64864864864865,41.891891891891895,,2022-02-25
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",150 mg Galunisertib Monotherapy,85.0,30.0,,2022-02-25
NCT02178358,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Camurati-Engelmann Syndrome",400 mg Sorafenib + Placebo Therapy,100.0,28.947368421052634,,2022-02-25
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Open Label Ramucirumab + BSC,85.1063829787234,38.297872340425535,,2023-01-20
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo MEE Cohort,80.95238095238095,14.285714285714285,,2023-01-20
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo+BSC,81.05263157894737,28.421052631578945,,2023-01-20
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab + BSC,95.93908629441624,36.54822335025381,,2023-01-20
NCT02435433,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Ramucirumab MEE Cohort,100.0,25.64102564102564,,2023-01-20
NCT02562755,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms; Vaccinia",Pexa-Vec Followed by Sorafenib,100.0,53.669724770642205,,2020-12-16
NCT02562755,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms; Vaccinia",Sorafenib,98.61751152073732,35.483870967741936,,2020-12-16
NCT02293954,"Breast Cancer; Colon Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastrointestinal Cancer; Liver and Intrahepatic Biliary Tract Cancer; Lung Cancer; Metastatic Cancer; Pancreatic Cancer; Rectal Cancer; Thyroid Gland Medullary Carcinoma; Unspecified Adult Solid Tumor, Protocol Specific; Breast Neoplasms; Colonic Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Gastrointestinal Neoplasms; Carcinoma, Hepatocellular; Lung Neoplasms; Neoplasm Metastasis; Pancreatic Neoplasms; Rectal Neoplasms; Carcinoma, Medullary",Diagnostic (Copper Cu 64 Anti-CEA Monoclonal Antibody M5A PET),100.0,0.0,,2025-11-14
NCT02966509,"End of Life; Advanced Cancer; Lung Neoplasm; Gastric Cancer; Colon Cancer; Glioblastoma Multiforme; Head and Neck Neoplasms; Rectum Cancer; Melanoma; Kidney Cancer; Prostate Cancer; Testicular Neoplasms; Liver Cancer; Cancer of Unknown Origin; Death; Lung Neoplasms; Stomach Neoplasms; Colonic Neoplasms; Glioblastoma; Head and Neck Neoplasms; Rectal Neoplasms; Melanoma; Kidney Neoplasms; Prostatic Neoplasms; Testicular Neoplasms; Liver Neoplasms; Neoplasms, Unknown Primary",A: Intervention Arm,0.0,0.0,,2018-10-31
NCT02966509,"End of Life; Advanced Cancer; Lung Neoplasm; Gastric Cancer; Colon Cancer; Glioblastoma Multiforme; Head and Neck Neoplasms; Rectum Cancer; Melanoma; Kidney Cancer; Prostate Cancer; Testicular Neoplasms; Liver Cancer; Cancer of Unknown Origin; Death; Lung Neoplasms; Stomach Neoplasms; Colonic Neoplasms; Glioblastoma; Head and Neck Neoplasms; Rectal Neoplasms; Melanoma; Kidney Neoplasms; Prostatic Neoplasms; Testicular Neoplasms; Liver Neoplasms; Neoplasms, Unknown Primary",B: Control Group Arm,0.0,0.0,,2018-10-31
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular",All in Phase 1 Cohort,100.0,50.0,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular","Colorectal Carcinoma, Non-MSI High",96.55172413793103,62.06896551724138,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular",Hepatocellular Carcinoma (HCC),100.0,70.83333333333334,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular","NSCLC, Nonsquamous, PD-L1 Non-Expressing",100.0,75.0,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular","NSCLC, Squamous Cell",100.0,40.0,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular",Ovarian/Fallopian Tube/Primary Peritoneal Carcinoma,100.0,52.38095238095239,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular",Pancreatic Adenocarcinoma,100.0,64.70588235294117,,2024-04-25
NCT02705105,"Solid Tumor; Cancer; Carcinoma; Hepatocellular Carcinoma; HCC; Neoplasms; Carcinoma; Carcinoma, Hepatocellular",Squamous Cell Carcinoma of Head and Neck,100.0,60.0,,2024-04-25
NCT03303469,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",FMISO PET Imaging Post TACE and SBRT,0.0,0.0,,2021-02-21
NCT04569799,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group-1,0.0,0.0,,2023-11-02
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon Alone Management,0.0,0.0,,2026-01-08
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon-palliative Care Team Co-management,0.0,0.0,,2026-01-08
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Combination Therapy Group A,100.0,41.66666666666667,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Combination Therapy Group B,95.45454545454545,50.0,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Monotherapy Group A,100.0,43.47826086956522,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Monotherapy Group B,100.0,40.0,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Basal Cell Carcinoma (BCC),100.0,60.0,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Colorectal Adenocarcinoma (CRC),100.0,30.0,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Cutaneous Squamous Cell Carcinoma (CSCC),80.0,50.0,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Hormone Receptor Positive Breast Cancer (HRBC),100.0,40.0,,2024-08-06
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Triple Negative Breast Cancer (TNBC),83.33333333333334,38.88888888888889,,2024-08-06
NCT02973516,"Chronic Liver Disease; HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1,26.666666666666668,0.0,,2021-10-26
NCT02973516,"Chronic Liver Disease; HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Cohort 2,10.0,10.0,,2021-10-26
NCT00906373,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 1 - 10 mg/kg Cixutumumab,,6.0,,2018-06-04
NCT00906373,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 2 - 20 mg/kg Cixutumumab,,41.0,,2018-06-04
NCT02736227,Liver Transplantation,Graft Rejection After Tacrolimus Was Discontinued (REJ),0.0,0.0,,2022-10-07
NCT02736227,Liver Transplantation,No Graft Rejection After Tacrolimus Weaning (Non REJ),0.0,0.0,,2022-10-07
NCT02736227,Liver Transplantation,Withdrew From Study Before Tacrolimus Weaning,0.0,0.0,,2022-10-07
NCT00538850,"Cancer; Neoplasms; Pain; Congenital Abnormalities; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Accelerated Phase; Blast Crisis; Leukemia, Myelomonocytic, Chronic; Leukemia, Myeloid, Chronic-Phase; Burkitt Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, Large-Cell, Immunoblastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Mantle-Cell; Hodgkin Disease; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Sezary Syndrome; Multiple Myeloma; Myeloproliferative Disorders; Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative; Lymphoma, Large-Cell, Anaplastic; Immunoblastic Lymphadenopathy; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Pdgfra-Associated Chronic Eosinophilic Leukemia; Primary Myelofibrosis; Leukemia, Neutrophilic, Chronic; Thrombocythemia, Essential; Polycythemia Vera; Leukemia, Large Granular Lymphocytic; Leukemia, Myeloid, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Hairy Cell; Leukemia, Prolymphocytic; Waldenstrom Macroglobulinemia; Monoclonal Gammopathy of Undetermined Significance; Immunoglobulin Light-chain Amyloidosis; Intraocular Lymphoma; Squamous Cell Carcinoma of Head and Neck; Esthesioneuroblastoma, Olfactory; Salivary Gland Neoplasms; Choroid Plexus Neoplasms; Craniopharyngioma; Ependymoma; Astrocytoma; Pinealoma; Glioma, Subependymal; Oligodendroglioma; Medulloblastoma; Neuroectodermal Tumors, Primitive; Glioblastoma; Gliosarcoma; Meningioma; Glioma; Brain Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Carcinoma, Ovarian Epithelial; Colonic Neoplasms; Urinary Bladder Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Carcinoma, Renal Cell; Urethral Neoplasms; Adrenocortical Carcinoma; Gastrinoma; Insulinoma; Vipoma; Glucagonoma; Somatostatinoma; Carcinoma, Islet Cell; Appendiceal Neoplasms; Bile Duct Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Nephroma, Mesoblastic; Breast Neoplasms; Breast Neoplasms, Male; Breast Carcinoma In Situ; Osteosarcoma; Neuroectodermal Tumors, Primitive, Peripheral; Chondrosarcoma; Desmoid Tumors; Sarcoma; Thymoma; Mesothelioma, Malignant; Testicular Neoplasms; Penile Neoplasms; Prostatic Neoplasms; Vaginal Neoplasms; Vulvar Neoplasms; Anus Neoplasms; Rectal Neoplasms; Esophageal Neoplasms; Melanoma",Fentanyl Sublingual Spray - Double-blind,47.95918367346938,6.122448979591836,,2014-03-05
NCT00538850,"Cancer; Neoplasms; Pain; Congenital Abnormalities; Leukemia, Lymphocytic, Chronic, B-Cell; Leukemia, Myeloid, Accelerated Phase; Blast Crisis; Leukemia, Myelomonocytic, Chronic; Leukemia, Myeloid, Chronic-Phase; Burkitt Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, Large-Cell, Immunoblastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Mantle-Cell; Hodgkin Disease; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides; Sezary Syndrome; Multiple Myeloma; Myeloproliferative Disorders; Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative; Lymphoma, Large-Cell, Anaplastic; Immunoblastic Lymphadenopathy; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Pdgfra-Associated Chronic Eosinophilic Leukemia; Primary Myelofibrosis; Leukemia, Neutrophilic, Chronic; Thrombocythemia, Essential; Polycythemia Vera; Leukemia, Large Granular Lymphocytic; Leukemia, Myeloid, Acute; Leukemia, Biphenotypic, Acute; Leukemia, Hairy Cell; Leukemia, Prolymphocytic; Waldenstrom Macroglobulinemia; Monoclonal Gammopathy of Undetermined Significance; Immunoglobulin Light-chain Amyloidosis; Intraocular Lymphoma; Squamous Cell Carcinoma of Head and Neck; Esthesioneuroblastoma, Olfactory; Salivary Gland Neoplasms; Choroid Plexus Neoplasms; Craniopharyngioma; Ependymoma; Astrocytoma; Pinealoma; Glioma, Subependymal; Oligodendroglioma; Medulloblastoma; Neuroectodermal Tumors, Primitive; Glioblastoma; Gliosarcoma; Meningioma; Glioma; Brain Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Carcinoma, Ovarian Epithelial; Colonic Neoplasms; Urinary Bladder Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Carcinoma, Renal Cell; Urethral Neoplasms; Adrenocortical Carcinoma; Gastrinoma; Insulinoma; Vipoma; Glucagonoma; Somatostatinoma; Carcinoma, Islet Cell; Appendiceal Neoplasms; Bile Duct Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Nephroma, Mesoblastic; Breast Neoplasms; Breast Neoplasms, Male; Breast Carcinoma In Situ; Osteosarcoma; Neuroectodermal Tumors, Primitive, Peripheral; Chondrosarcoma; Desmoid Tumors; Sarcoma; Thymoma; Mesothelioma, Malignant; Testicular Neoplasms; Penile Neoplasms; Prostatic Neoplasms; Vaginal Neoplasms; Vulvar Neoplasms; Anus Neoplasms; Rectal Neoplasms; Esophageal Neoplasms; Melanoma",Fentanyl Sublingual Spray - Titration,60.0,5.384615384615385,,2014-03-05
NCT01849588,Hepatocellular Cancer; Liver Neoplasms,Sorafenib,100.0,0.0,,2017-04-19
NCT01911273,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",BSC Alone,0.0,0.0,,2015-10-28
NCT01911273,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",PF-03446962 Plus BSC,100.0,0.0,,2015-10-28
NCT00645710,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Dose Level 1- FUdR 0.10 mg/kg/Day,100.0,0.0,,2019-03-28
NCT00645710,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Dose Level 2- FUdR 0.15 mg/kg/Day,100.0,33.33333333333333,,2019-03-28
NCT00645710,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Dose Level 3- FUdR 0.20 mg/kg/Day,100.0,20.0,,2019-03-28
NCT03007225,"HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Group 1,4.0,4.0,,2020-10-22
NCT03007225,"HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Group 2,20.0,20.0,,2020-10-22
NCT03109262,"Primary Malignant Liver Neoplasm; Carcinoma, Hepatocellular",Yttrium Y-90 PET/CT vs 99mTc-MAA SPECT/CT Scans,0.0,0.0,,2022-01-10
NCT00957424,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Overall,0.0,0.0,,2017-02-07
NCT05385952,"Intraoperative Bleeding; Hemorrhage, Surgical; Liver Diseases; Blood Loss, Surgical; Liver Diseases",GATT-Patch (Currently Named ETHIZIA),75.86206896551724,42.5287356321839,,2026-03-04
NCT05385952,"Intraoperative Bleeding; Hemorrhage, Surgical; Liver Diseases; Blood Loss, Surgical; Liver Diseases",TachoSil,72.09302325581395,23.25581395348837,,2026-03-04
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I (Phase II),100.0,0.0,,2022-04-19
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II (Phase II),100.0,0.0,,2022-04-19
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level -1,100.0,16.666666666666664,,2022-04-19
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level -2,100.0,0.0,,2022-04-19
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level -2a,100.0,0.0,,2022-04-19
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level 0,100.0,0.0,,2022-04-19
NCT00639509,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Treatment (Monoclonal Antibody Therapy),100.0,45.83333333333333,,2014-05-23
NCT03575806,"Hepatocellular Carcinoma; Malignant Neoplasm; Carcinoma, Hepatocellular; Neoplasms",TACE Group,76.0,0.0,,2020-06-11
NCT03575806,"Hepatocellular Carcinoma; Malignant Neoplasm; Carcinoma, Hepatocellular; Neoplasms",TACE+Tcm Group,34.61538461538461,0.0,,2020-06-11
NCT01141478,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Proton Beam Radiotherapy Plus Sorafenib,25.0,25.0,,2021-10-15
NCT01141478,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Sorafenib,0.0,0.0,,2021-10-15
NCT01030757,Liver Cancer; Liver Neoplasms,Tomotherapy,0.0,0.0,,2015-07-07
NCT02513199,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TACE/SBRT Combination,0.0,0.0,,2023-06-18
NCT02576509,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab 240 mg,92.37057220708446,58.855585831062676,,2025-02-17
NCT02576509,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Sorafenib 400 mg,96.69421487603306,59.50413223140496,,2025-02-17
NCT02181075,"Liver Tumour; Carcinoma, Hepatocellular",Part I (Patients Enrolled Between March 2015-April 2017),100.0,50.0,,2019-07-22
NCT02181075,"Liver Tumour; Carcinoma, Hepatocellular",Part II (Patients Enrolled Between June 2016-Feb 2017),100.0,75.0,,2019-07-22
NCT02062944,Acute Rejection of Liver Transplant; Effects of Immunosuppressant Therapy,Single-arm Study Sirolimus Withdrawal,13.333333333333334,13.333333333333334,,2022-07-14
NCT04862949,"Advanced Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Atezolizumab Plus Bevacizumab,82.44274809160305,12.213740458015266,,2025-12-12
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 120mg,100.0,0.0,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 240mg,100.0,33.33333333333333,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 400mg,100.0,0.0,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 400mg + Brivanib 400mg,100.0,0.0,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 600mg,100.0,16.666666666666664,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 600mg + Brivanib 400mg,100.0,25.0,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 2: MGD013 600mg CPI-naive Cohort,94.44444444444444,22.22222222222222,,2024-07-23
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 2: MGD013 600mg Post-CPI Cohort,90.9090909090909,30.303030303030305,,2024-07-23
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group I: Nintedanib 150mg Bid,100.0,0.0,,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group I: Nintedanib 200mg Bid,100.0,33.33333333333333,,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 100mg Bid,100.0,33.33333333333333,,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 150mg Bid,100.0,50.0,,2016-02-12
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 200mg Bid,100.0,42.857142857142854,,2016-02-12
NCT03812289,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment (SBRT),22.22222222222222,22.22222222222222,,2025-03-07
NCT03717935,Polycystic Ovarian Syndrome; Obesity; Hepatic Steatosis; Polycystic Ovary Syndrome; Obesity; Fatty Liver,All Participants: Essential Amino Acid (EAA) Supplement vs Placebo,0.0,0.0,,2025-03-24
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1A,100.0,42.30769230769231,,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1B,100.0,50.0,,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 2A,100.0,62.5,,2023-11-18
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 3A,91.30434782608695,52.17391304347826,,2023-11-18
