Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 20mg Monotherapy,,0.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 250mg Monotherapy,,1.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 375mg Monotherapy,,2.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 40mg Monotherapy,,0.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 500mg Monotherapy,,0.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1A: PF-06952229 80mg Monotherapy,,0.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1B: PF-06952229 250mg + Enzalutamide,,0.0,,2024-06-26
NCT03685591,"Breast Neoplasms; Prostate Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Breast Neoplasms; Prostatic Neoplasms; Neoplasms, Squamous Cell; Melanoma; Mesothelioma; Pancreatic Neoplasms; Colorectal Neoplasms; Carcinoma, Renal Cell; Liver Neoplasms; Camurati-Engelmann Syndrome; Neoplasm Metastasis; Adenocarcinoma",Part 1B: PF-06952229 375mg + Enzalutamide,,0.0,,2024-06-26
NCT04083378,Malignant Liver Neoplasm,Control,46.15384615384615,46.15384615384615,,2026-03-23
NCT04083378,Malignant Liver Neoplasm,Experimental,52.702702702702695,52.702702702702695,,2026-03-23
NCT01438476,Liver Cancer; Pancreatic Cancer; Liver Neoplasms; Pancreatic Neoplasms; Agnosia,IV-PCA (Intravenous Patient-controlled Analgesia),8.823529411764707,8.823529411764707,,2020-02-12
NCT01438476,Liver Cancer; Pancreatic Cancer; Liver Neoplasms; Pancreatic Neoplasms; Agnosia,TEA (Thoracic Epidural Analgesia),19.81132075471698,19.81132075471698,,2020-02-12
NCT01743469,"Advanced or Metastatic Hepatocellular Cancer; Advanced or Metastatic Ovarian Cancer; Metastatic Renal Cell Cancer; Advanced or Metastatic Gastric Carcinoma; Liver Neoplasms; Ovarian Neoplasms; Carcinoma, Renal Cell; Stomach Neoplasms; Neoplasm Metastasis",Gastric Carcinoma Cohort,100.0,33.33333333333333,,2019-01-08
NCT01743469,"Advanced or Metastatic Hepatocellular Cancer; Advanced or Metastatic Ovarian Cancer; Metastatic Renal Cell Cancer; Advanced or Metastatic Gastric Carcinoma; Liver Neoplasms; Ovarian Neoplasms; Carcinoma, Renal Cell; Stomach Neoplasms; Neoplasm Metastasis",Hepatocellular Carcinoma Cohort,100.0,26.41509433962264,,2019-01-08
NCT01743469,"Advanced or Metastatic Hepatocellular Cancer; Advanced or Metastatic Ovarian Cancer; Metastatic Renal Cell Cancer; Advanced or Metastatic Gastric Carcinoma; Liver Neoplasms; Ovarian Neoplasms; Carcinoma, Renal Cell; Stomach Neoplasms; Neoplasm Metastasis",Ovarian Carcinoma Cohort,100.0,34.54545454545455,,2019-01-08
NCT01743469,"Advanced or Metastatic Hepatocellular Cancer; Advanced or Metastatic Ovarian Cancer; Metastatic Renal Cell Cancer; Advanced or Metastatic Gastric Carcinoma; Liver Neoplasms; Ovarian Neoplasms; Carcinoma, Renal Cell; Stomach Neoplasms; Neoplasm Metastasis",Renal Cell Carcinoma Cohort,100.0,28.947368421052634,,2019-01-08
NCT00717756,Liver Cancer; Liver Neoplasms,Lenalidomide,100.0,45.0,,2020-02-17
NCT00708877,Cancer; Cholangiocarcinoma; Liver; Neoplasms; Cholangiocarcinoma,Transplant,0.0,0.0,,2013-07-30
NCT01559844,"Hepatitis C; Hepatocellular Carcinoma; Hepatitis C; Carcinoma, Hepatocellular; Hepatitis; Bronchiolitis Obliterans Syndrome",SOF+RBV,80.32786885245902,18.0327868852459,,2016-07-27
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Pembrolizumab + Best Supportive Care,86.02150537634408,37.992831541218635,,2022-09-29
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Pembrolizumab Second Course,100.0,42.857142857142854,,2022-09-29
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Placebo + Best Supportive Care,81.34328358208955,27.611940298507463,,2022-09-29
NCT02940496,"BCLC Stage B Hepatocellular Carcinoma; BCLC Stage C Hepatocellular Carcinoma; Hepatitis C Infection; Refractory Liver Carcinoma; Stage III Hepatocellular Carcinoma AJCC v7; Stage IIIA Hepatocellular Carcinoma AJCC v7; Stage IIIB Hepatocellular Carcinoma AJCC v7; Stage IIIC Hepatocellular Carcinoma AJCC v7; Stage IV Hepatocellular Carcinoma AJCC v7; Stage IVA Hepatocellular Carcinoma AJCC v7; Stage IVB Hepatocellular Carcinoma AJCC v7; Hepatitis C; Carcinoma, Hepatocellular","""ARM A Pembrolizumab (Q3W)""",20.0,0.0,,2025-07-15
NCT01465464,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Orantinib,99.77477477477478,45.04504504504504,,2019-08-07
NCT01465464,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo,98.1981981981982,30.180180180180184,,2019-08-07
NCT01678664,Neuroendocrine Tumors; Hepatic Metastases; Metastases; Neuroendocrine Tumors; Neoplasm Metastasis; Neoplasms,Embolization or Chemoembolization Plus Everolimus,90.54054054054053,47.2972972972973,,2024-09-25
NCT01320683,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Treatment (Combination Chemotherapy and Radioimmunotherapy),100.0,0.0,,2016-07-19
NCT00692770,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo,41.97080291970803,41.97080291970803,,2018-08-08
NCT00692770,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms","Sorafenib (Nexavar, BAY43-9006)",40.7871198568873,40.7871198568873,,2018-08-08
NCT01770431,"Hepatic Carcinoma; Carcinoma, Hepatocellular; Neoplasm Metastasis",Bank-control Group,1.89873417721519,0.0,,2017-10-02
NCT01770431,"Hepatic Carcinoma; Carcinoma, Hepatocellular; Neoplasm Metastasis",Huaier Granule Group,5.1020408163265305,0.0,,2017-10-02
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",10 Gy x 5,100.0,0.0,,2024-11-04
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",12 Gy x 5,100.0,0.0,,2024-11-04
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",14 Gy x 5,100.0,0.0,,2024-11-04
NCT00582400,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Arsenic Trioxide (Trisenox),22.22222222222222,22.22222222222222,,2016-02-19
NCT01246986,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Part A Cohort 1 - 160 mg LY2157299,86.48648648648648,40.54054054054054,,2021-01-12
NCT01246986,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Part A Cohort 2 - 300 mg LY2157299,88.88888888888889,50.0,,2021-01-12
NCT01246986,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Part B - 300 mg LY2157299,95.0,40.0,,2021-01-12
NCT01246986,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Part C Cohort 1 - 160 mg LY2157299 + Sorafenib,100.0,100.0,,2021-01-12
